gene,seq1,seq2,tm_score
wzx,wzx_seq16.pdb,wzx_seq39.pdb,0.43693
wzx,wzx_seq16.pdb,wzx_seq38.pdb,0.43207
wzx,wzx_seq16.pdb,wzx_seq6.pdb,0.43632
wzx,wzx_seq16.pdb,wzx_seq62.pdb,0.4171
wzx,wzx_seq16.pdb,wzx_seq60.pdb,0.27368
wzx,wzx_seq16.pdb,wzx_seq53.pdb,0.52399
wzx,wzx_seq16.pdb,wzx_seq40.pdb,0.40597
wzx,wzx_seq16.pdb,wzx_seq78.pdb,0.47689
wzx,wzx_seq16.pdb,wzx_seq19.pdb,0.42325
wzx,wzx_seq16.pdb,wzx_seq34.pdb,0.35571
wzx,wzx_seq16.pdb,wzx_seq33.pdb,0.41366
wzx,wzx_seq16.pdb,wzx_seq81.pdb,0.56034
wzx,wzx_seq16.pdb,wzx_seq44.pdb,0.3998
wzx,wzx_seq16.pdb,wzx_seq2.pdb,0.51933
wzx,wzx_seq16.pdb,wzx_seq15.pdb,0.41018
wzx,wzx_seq16.pdb,wzx_seq21.pdb,0.4593
wzx,wzx_seq16.pdb,wzx_seq14.pdb,0.64169
wzx,wzx_seq16.pdb,wzx_seq35.pdb,0.38773
wzx,wzx_seq16.pdb,wzx_seq20.pdb,0.45809
wzx,wzx_seq16.pdb,wzx_seq82.pdb,0.44779
wzx,wzx_seq16.pdb,wzx_seq23.pdb,0.52802
wzx,wzx_seq16.pdb,wzx_seq24.pdb,0.42131
wzx,wzx_seq16.pdb,wzx_seq47.pdb,0.44518
wzx,wzx_seq16.pdb,wzx_seq83.pdb,0.66439
wzx,wzx_seq16.pdb,wzx_seq30.pdb,0.41516
wzx,wzx_seq16.pdb,wzx_seq43.pdb,0.39334
wzx,wzx_seq16.pdb,wzx_seq67.pdb,0.41922
wzx,wzx_seq16.pdb,wzx_seq46.pdb,0.5462
wzx,wzx_seq16.pdb,wzx_seq22.pdb,0.38265
wzx,wzx_seq16.pdb,wzx_seq76.pdb,0.49396
wzx,wzx_seq16.pdb,wzx_seq65.pdb,0.50759
wzx,wzx_seq12.pdb,wzx_seq17.pdb,0.43357
wzx,wzx_seq12.pdb,wzx_seq74.pdb,0.35247
wzx,wzx_seq12.pdb,wzx_seq50.pdb,0.41792
wzx,wzx_seq12.pdb,wzx_seq9.pdb,0.4196
wzx,wzx_seq12.pdb,wzx_seq37.pdb,0.45149
wzx,wzx_seq12.pdb,wzx_seq11.pdb,0.81243
wzx,wzx_seq12.pdb,wzx_seq72.pdb,0.37138
wzx,wzx_seq12.pdb,wzx_seq59.pdb,0.40352
wzx,wzx_seq12.pdb,wzx_seq10.pdb,0.53208
wzx,wzx_seq12.pdb,wzx_seq25.pdb,0.49048
wzx,wzx_seq12.pdb,wzx_seq71.pdb,0.48682
wzx,wzx_seq12.pdb,wzx_seq49.pdb,0.36384
wzx,wzx_seq12.pdb,wzx_seq36.pdb,0.47223
wzx,wzx_seq12.pdb,wzx_seq77.pdb,0.50738
wzx,wzx_seq12.pdb,wzx_seq45.pdb,0.50357
wzx,wzx_seq12.pdb,wzx_seq58.pdb,0.55559
wzx,wzx_seq12.pdb,wzx_seq27.pdb,0.38612
wzx,wzx_seq12.pdb,wzx_seq51.pdb,0.36255
wzx,wzx_seq12.pdb,wzx_seq66.pdb,0.49221
wzx,wzx_seq12.pdb,wzx_seq3.pdb,0.3839
wzx,wzx_seq12.pdb,wzx_seq79.pdb,0.42603
wzx,wzx_seq12.pdb,wzx_seq52.pdb,0.73176
wzx,wzx_seq12.pdb,wzx_seq48.pdb,0.42567
wzx,wzx_seq12.pdb,wzx_seq1.pdb,0.49392
wzx,wzx_seq12.pdb,wzx_seq32.pdb,0.37383
wzx,wzx_seq12.pdb,wzx_seq8.pdb,0.45345
wzx,wzx_seq12.pdb,wzx_seq63.pdb,0.3915
wzx,wzx_seq12.pdb,wzx_seq57.pdb,0.4908
wzx,wzx_seq12.pdb,wzx_seq4.pdb,0.49761
wzx,wzx_seq12.pdb,wzx_seq18.pdb,0.38855
wzx,wzx_seq12.pdb,wzx_seq54.pdb,0.65932
wzx,wzx_seq12.pdb,wzx_seq69.pdb,0.59217
wzx,wzx_seq12.pdb,wzx_seq55.pdb,0.34927
wzx,wzx_seq12.pdb,wzx_seq56.pdb,0.42859
wzx,wzx_seq12.pdb,wzx_seq39.pdb,0.42156
wzx,wzx_seq12.pdb,wzx_seq38.pdb,0.42734
wzx,wzx_seq12.pdb,wzx_seq6.pdb,0.40653
wzx,wzx_seq12.pdb,wzx_seq62.pdb,0.41606
wzx,wzx_seq12.pdb,wzx_seq60.pdb,0.36084
wzx,wzx_seq12.pdb,wzx_seq53.pdb,0.66703
wzx,wzx_seq12.pdb,wzx_seq40.pdb,0.37069
wzx,wzx_seq12.pdb,wzx_seq78.pdb,0.46668
wzx,wzx_seq12.pdb,wzx_seq19.pdb,0.44671
wzx,wzx_seq12.pdb,wzx_seq34.pdb,0.35406
wzx,wzx_seq12.pdb,wzx_seq33.pdb,0.39993
wzx,wzx_seq12.pdb,wzx_seq81.pdb,0.53003
wzx,wzx_seq12.pdb,wzx_seq44.pdb,0.432
wzx,wzx_seq12.pdb,wzx_seq2.pdb,0.4966
wzx,wzx_seq12.pdb,wzx_seq15.pdb,0.41933
wzx,wzx_seq12.pdb,wzx_seq21.pdb,0.48069
wzx,wzx_seq12.pdb,wzx_seq14.pdb,0.84589
wzx,wzx_seq12.pdb,wzx_seq35.pdb,0.46865
wzx,wzx_seq12.pdb,wzx_seq20.pdb,0.43305
wzx,wzx_seq12.pdb,wzx_seq82.pdb,0.47681
wzx,wzx_seq12.pdb,wzx_seq23.pdb,0.50514
wzx,wzx_seq12.pdb,wzx_seq24.pdb,0.50526
wzx,wzx_seq12.pdb,wzx_seq47.pdb,0.45287
wzx,wzx_seq12.pdb,wzx_seq83.pdb,0.63232
wzx,wzx_seq12.pdb,wzx_seq30.pdb,0.48221
wzx,wzx_seq12.pdb,wzx_seq43.pdb,0.37413
wzx,wzx_seq12.pdb,wzx_seq67.pdb,0.4597
wzx,wzx_seq12.pdb,wzx_seq46.pdb,0.60091
wzx,wzx_seq12.pdb,wzx_seq22.pdb,0.41811
wzx,wzx_seq12.pdb,wzx_seq76.pdb,0.47714
wzx,wzx_seq12.pdb,wzx_seq65.pdb,0.49567
wzx,wzx_seq17.pdb,wzx_seq74.pdb,0.46028
wzx,wzx_seq17.pdb,wzx_seq50.pdb,0.499
wzx,wzx_seq17.pdb,wzx_seq9.pdb,0.44463
wzx,wzx_seq17.pdb,wzx_seq37.pdb,0.40972
wzx,wzx_seq17.pdb,wzx_seq11.pdb,0.40258
wzx,wzx_seq17.pdb,wzx_seq72.pdb,0.37326
wzx,wzx_seq17.pdb,wzx_seq59.pdb,0.53487
wzx,wzx_seq17.pdb,wzx_seq10.pdb,0.3999
wzx,wzx_seq17.pdb,wzx_seq25.pdb,0.44183
wzx,wzx_seq17.pdb,wzx_seq71.pdb,0.6088
wzx,wzx_seq17.pdb,wzx_seq49.pdb,0.4192
wzx,wzx_seq17.pdb,wzx_seq36.pdb,0.43103
wzx,wzx_seq17.pdb,wzx_seq77.pdb,0.40045
wzx,wzx_seq17.pdb,wzx_seq45.pdb,0.33501
wzx,wzx_seq17.pdb,wzx_seq58.pdb,0.50469
wzx,wzx_seq17.pdb,wzx_seq27.pdb,0.42419
wzx,wzx_seq17.pdb,wzx_seq51.pdb,0.35666
wzx,wzx_seq17.pdb,wzx_seq66.pdb,0.52828
wzx,wzx_seq17.pdb,wzx_seq3.pdb,0.41341
wzx,wzx_seq17.pdb,wzx_seq79.pdb,0.37532
wzx,wzx_seq17.pdb,wzx_seq52.pdb,0.47077
wzx,wzx_seq17.pdb,wzx_seq48.pdb,0.41216
wzx,wzx_seq17.pdb,wzx_seq1.pdb,0.39956
wzx,wzx_seq17.pdb,wzx_seq32.pdb,0.40909
wzx,wzx_seq17.pdb,wzx_seq8.pdb,0.39127
wzx,wzx_seq17.pdb,wzx_seq63.pdb,0.38068
wzx,wzx_seq17.pdb,wzx_seq57.pdb,0.46161
wzx,wzx_seq17.pdb,wzx_seq4.pdb,0.45195
wzx,wzx_seq17.pdb,wzx_seq18.pdb,0.50428
wzx,wzx_seq17.pdb,wzx_seq54.pdb,0.40707
wzx,wzx_seq17.pdb,wzx_seq69.pdb,0.45696
wzx,wzx_seq17.pdb,wzx_seq55.pdb,0.48921
wzx,wzx_seq17.pdb,wzx_seq56.pdb,0.4356
wzx,wzx_seq17.pdb,wzx_seq39.pdb,0.43702
wzx,wzx_seq17.pdb,wzx_seq38.pdb,0.47899
wzx,wzx_seq17.pdb,wzx_seq6.pdb,0.35875
wzx,wzx_seq17.pdb,wzx_seq62.pdb,0.38334
wzx,wzx_seq17.pdb,wzx_seq60.pdb,0.28207
wzx,wzx_seq17.pdb,wzx_seq53.pdb,0.38896
wzx,wzx_seq17.pdb,wzx_seq40.pdb,0.4047
wzx,wzx_seq17.pdb,wzx_seq78.pdb,0.58058
wzx,wzx_seq17.pdb,wzx_seq19.pdb,0.46201
wzx,wzx_seq17.pdb,wzx_seq34.pdb,0.37496
wzx,wzx_seq17.pdb,wzx_seq33.pdb,0.39077
wzx,wzx_seq17.pdb,wzx_seq81.pdb,0.51163
wzx,wzx_seq17.pdb,wzx_seq44.pdb,0.40285
wzx,wzx_seq17.pdb,wzx_seq2.pdb,0.37269
wzx,wzx_seq17.pdb,wzx_seq15.pdb,0.36409
wzx,wzx_seq17.pdb,wzx_seq21.pdb,0.41747
wzx,wzx_seq17.pdb,wzx_seq14.pdb,0.47235
wzx,wzx_seq17.pdb,wzx_seq35.pdb,0.4006
wzx,wzx_seq17.pdb,wzx_seq20.pdb,0.42633
wzx,wzx_seq17.pdb,wzx_seq82.pdb,0.4048
wzx,wzx_seq17.pdb,wzx_seq23.pdb,0.51191
wzx,wzx_seq17.pdb,wzx_seq24.pdb,0.38506
wzx,wzx_seq17.pdb,wzx_seq47.pdb,0.40088
wzx,wzx_seq17.pdb,wzx_seq83.pdb,0.47225
wzx,wzx_seq17.pdb,wzx_seq30.pdb,0.35918
wzx,wzx_seq17.pdb,wzx_seq43.pdb,0.40802
wzx,wzx_seq17.pdb,wzx_seq67.pdb,0.35743
wzx,wzx_seq17.pdb,wzx_seq46.pdb,0.50038
wzx,wzx_seq17.pdb,wzx_seq22.pdb,0.45845
wzx,wzx_seq17.pdb,wzx_seq76.pdb,0.5165
wzx,wzx_seq17.pdb,wzx_seq65.pdb,0.4022
wzx,wzx_seq74.pdb,wzx_seq50.pdb,0.39878
wzx,wzx_seq74.pdb,wzx_seq9.pdb,0.40386
wzx,wzx_seq74.pdb,wzx_seq37.pdb,0.37374
wzx,wzx_seq74.pdb,wzx_seq11.pdb,0.33648
wzx,wzx_seq74.pdb,wzx_seq72.pdb,0.42856
wzx,wzx_seq74.pdb,wzx_seq59.pdb,0.47195
wzx,wzx_seq74.pdb,wzx_seq10.pdb,0.38252
wzx,wzx_seq74.pdb,wzx_seq25.pdb,0.37563
wzx,wzx_seq74.pdb,wzx_seq71.pdb,0.44131
wzx,wzx_seq74.pdb,wzx_seq49.pdb,0.37484
wzx,wzx_seq74.pdb,wzx_seq36.pdb,0.36442
wzx,wzx_seq74.pdb,wzx_seq77.pdb,0.38344
wzx,wzx_seq74.pdb,wzx_seq45.pdb,0.3607
wzx,wzx_seq74.pdb,wzx_seq58.pdb,0.41162
wzx,wzx_seq74.pdb,wzx_seq27.pdb,0.56562
wzx,wzx_seq74.pdb,wzx_seq51.pdb,0.36232
wzx,wzx_seq74.pdb,wzx_seq66.pdb,0.36443
wzx,wzx_seq74.pdb,wzx_seq3.pdb,0.38156
wzx,wzx_seq74.pdb,wzx_seq79.pdb,0.38149
wzx,wzx_seq74.pdb,wzx_seq52.pdb,0.38444
wzx,wzx_seq74.pdb,wzx_seq48.pdb,0.39703
wzx,wzx_seq74.pdb,wzx_seq1.pdb,0.35567
wzx,wzx_seq74.pdb,wzx_seq32.pdb,0.32605
wzx,wzx_seq74.pdb,wzx_seq8.pdb,0.39457
wzx,wzx_seq74.pdb,wzx_seq63.pdb,0.3521
wzx,wzx_seq74.pdb,wzx_seq57.pdb,0.39605
wzx,wzx_seq74.pdb,wzx_seq4.pdb,0.39039
wzx,wzx_seq74.pdb,wzx_seq18.pdb,0.47958
wzx,wzx_seq74.pdb,wzx_seq54.pdb,0.36736
wzx,wzx_seq74.pdb,wzx_seq69.pdb,0.40535
wzx,wzx_seq74.pdb,wzx_seq55.pdb,0.34483
wzx,wzx_seq74.pdb,wzx_seq56.pdb,0.38717
wzx,wzx_seq74.pdb,wzx_seq39.pdb,0.34372
wzx,wzx_seq74.pdb,wzx_seq38.pdb,0.39765
wzx,wzx_seq74.pdb,wzx_seq6.pdb,0.34266
wzx,wzx_seq74.pdb,wzx_seq62.pdb,0.34615
wzx,wzx_seq74.pdb,wzx_seq60.pdb,0.3075
wzx,wzx_seq74.pdb,wzx_seq53.pdb,0.34523
wzx,wzx_seq74.pdb,wzx_seq40.pdb,0.348
wzx,wzx_seq74.pdb,wzx_seq78.pdb,0.43957
wzx,wzx_seq74.pdb,wzx_seq19.pdb,0.39477
wzx,wzx_seq74.pdb,wzx_seq34.pdb,0.39145
wzx,wzx_seq74.pdb,wzx_seq33.pdb,0.41841
wzx,wzx_seq74.pdb,wzx_seq81.pdb,0.4019
wzx,wzx_seq74.pdb,wzx_seq44.pdb,0.34236
wzx,wzx_seq74.pdb,wzx_seq2.pdb,0.37039
wzx,wzx_seq74.pdb,wzx_seq15.pdb,0.3543
wzx,wzx_seq74.pdb,wzx_seq21.pdb,0.3274
wzx,wzx_seq74.pdb,wzx_seq14.pdb,0.39702
wzx,wzx_seq74.pdb,wzx_seq35.pdb,0.3705
wzx,wzx_seq74.pdb,wzx_seq20.pdb,0.40665
wzx,wzx_seq74.pdb,wzx_seq82.pdb,0.35845
wzx,wzx_seq74.pdb,wzx_seq23.pdb,0.41331
wzx,wzx_seq74.pdb,wzx_seq24.pdb,0.33726
wzx,wzx_seq74.pdb,wzx_seq47.pdb,0.39904
wzx,wzx_seq74.pdb,wzx_seq83.pdb,0.39729
wzx,wzx_seq74.pdb,wzx_seq30.pdb,0.36915
wzx,wzx_seq74.pdb,wzx_seq43.pdb,0.37988
wzx,wzx_seq74.pdb,wzx_seq67.pdb,0.36327
wzx,wzx_seq74.pdb,wzx_seq46.pdb,0.38778
wzx,wzx_seq74.pdb,wzx_seq22.pdb,0.40887
wzx,wzx_seq74.pdb,wzx_seq76.pdb,0.46107
wzx,wzx_seq74.pdb,wzx_seq65.pdb,0.37943
wzx,wzx_seq50.pdb,wzx_seq9.pdb,0.4048
wzx,wzx_seq50.pdb,wzx_seq37.pdb,0.35668
wzx,wzx_seq50.pdb,wzx_seq11.pdb,0.38102
wzx,wzx_seq50.pdb,wzx_seq72.pdb,0.46612
wzx,wzx_seq50.pdb,wzx_seq59.pdb,0.47487
wzx,wzx_seq50.pdb,wzx_seq10.pdb,0.38848
wzx,wzx_seq50.pdb,wzx_seq25.pdb,0.41012
wzx,wzx_seq50.pdb,wzx_seq71.pdb,0.54264
wzx,wzx_seq50.pdb,wzx_seq49.pdb,0.51561
wzx,wzx_seq50.pdb,wzx_seq36.pdb,0.412
wzx,wzx_seq50.pdb,wzx_seq77.pdb,0.42169
wzx,wzx_seq50.pdb,wzx_seq45.pdb,0.40038
wzx,wzx_seq50.pdb,wzx_seq58.pdb,0.48637
wzx,wzx_seq50.pdb,wzx_seq27.pdb,0.50297
wzx,wzx_seq50.pdb,wzx_seq51.pdb,0.51408
wzx,wzx_seq50.pdb,wzx_seq66.pdb,0.48585
wzx,wzx_seq50.pdb,wzx_seq3.pdb,0.44698
wzx,wzx_seq50.pdb,wzx_seq79.pdb,0.41476
wzx,wzx_seq50.pdb,wzx_seq52.pdb,0.4382
wzx,wzx_seq50.pdb,wzx_seq48.pdb,0.46191
wzx,wzx_seq50.pdb,wzx_seq1.pdb,0.40216
wzx,wzx_seq50.pdb,wzx_seq32.pdb,0.34094
wzx,wzx_seq50.pdb,wzx_seq8.pdb,0.4132
wzx,wzx_seq50.pdb,wzx_seq63.pdb,0.3535
wzx,wzx_seq50.pdb,wzx_seq57.pdb,0.47524
wzx,wzx_seq50.pdb,wzx_seq4.pdb,0.4455
wzx,wzx_seq50.pdb,wzx_seq18.pdb,0.58977
wzx,wzx_seq50.pdb,wzx_seq54.pdb,0.40669
wzx,wzx_seq50.pdb,wzx_seq69.pdb,0.45684
wzx,wzx_seq50.pdb,wzx_seq55.pdb,0.45994
wzx,wzx_seq50.pdb,wzx_seq56.pdb,0.54277
wzx,wzx_seq50.pdb,wzx_seq39.pdb,0.46654
wzx,wzx_seq50.pdb,wzx_seq38.pdb,0.39122
wzx,wzx_seq50.pdb,wzx_seq6.pdb,0.409
wzx,wzx_seq50.pdb,wzx_seq62.pdb,0.36994
wzx,wzx_seq50.pdb,wzx_seq60.pdb,0.31934
wzx,wzx_seq50.pdb,wzx_seq53.pdb,0.36711
wzx,wzx_seq50.pdb,wzx_seq40.pdb,0.38993
wzx,wzx_seq50.pdb,wzx_seq78.pdb,0.48737
wzx,wzx_seq50.pdb,wzx_seq19.pdb,0.48365
wzx,wzx_seq50.pdb,wzx_seq34.pdb,0.46568
wzx,wzx_seq50.pdb,wzx_seq33.pdb,0.42744
wzx,wzx_seq50.pdb,wzx_seq81.pdb,0.46388
wzx,wzx_seq50.pdb,wzx_seq44.pdb,0.36063
wzx,wzx_seq50.pdb,wzx_seq2.pdb,0.40227
wzx,wzx_seq50.pdb,wzx_seq15.pdb,0.401
wzx,wzx_seq50.pdb,wzx_seq21.pdb,0.37599
wzx,wzx_seq50.pdb,wzx_seq14.pdb,0.39975
wzx,wzx_seq50.pdb,wzx_seq35.pdb,0.45418
wzx,wzx_seq50.pdb,wzx_seq20.pdb,0.45439
wzx,wzx_seq50.pdb,wzx_seq82.pdb,0.49905
wzx,wzx_seq50.pdb,wzx_seq23.pdb,0.48167
wzx,wzx_seq50.pdb,wzx_seq24.pdb,0.48561
wzx,wzx_seq50.pdb,wzx_seq47.pdb,0.51635
wzx,wzx_seq50.pdb,wzx_seq83.pdb,0.37485
wzx,wzx_seq50.pdb,wzx_seq30.pdb,0.4029
wzx,wzx_seq50.pdb,wzx_seq43.pdb,0.31632
wzx,wzx_seq50.pdb,wzx_seq67.pdb,0.32705
wzx,wzx_seq50.pdb,wzx_seq46.pdb,0.42397
wzx,wzx_seq50.pdb,wzx_seq22.pdb,0.50538
wzx,wzx_seq50.pdb,wzx_seq76.pdb,0.45861
wzx,wzx_seq50.pdb,wzx_seq65.pdb,0.42679
wzx,wzx_seq9.pdb,wzx_seq37.pdb,0.36062
wzx,wzx_seq9.pdb,wzx_seq11.pdb,0.40597
wzx,wzx_seq9.pdb,wzx_seq72.pdb,0.3787
wzx,wzx_seq9.pdb,wzx_seq59.pdb,0.38964
wzx,wzx_seq9.pdb,wzx_seq10.pdb,0.37891
wzx,wzx_seq9.pdb,wzx_seq25.pdb,0.39111
wzx,wzx_seq9.pdb,wzx_seq71.pdb,0.43255
wzx,wzx_seq9.pdb,wzx_seq49.pdb,0.51221
wzx,wzx_seq9.pdb,wzx_seq36.pdb,0.38863
wzx,wzx_seq9.pdb,wzx_seq77.pdb,0.40175
wzx,wzx_seq9.pdb,wzx_seq45.pdb,0.37057
wzx,wzx_seq9.pdb,wzx_seq58.pdb,0.51991
wzx,wzx_seq9.pdb,wzx_seq27.pdb,0.42193
wzx,wzx_seq9.pdb,wzx_seq51.pdb,0.43527
wzx,wzx_seq9.pdb,wzx_seq66.pdb,0.45428
wzx,wzx_seq9.pdb,wzx_seq3.pdb,0.40598
wzx,wzx_seq9.pdb,wzx_seq79.pdb,0.34651
wzx,wzx_seq9.pdb,wzx_seq52.pdb,0.3707
wzx,wzx_seq9.pdb,wzx_seq48.pdb,0.38984
wzx,wzx_seq9.pdb,wzx_seq1.pdb,0.33329
wzx,wzx_seq9.pdb,wzx_seq32.pdb,0.37472
wzx,wzx_seq9.pdb,wzx_seq8.pdb,0.41831
wzx,wzx_seq9.pdb,wzx_seq63.pdb,0.41178
wzx,wzx_seq9.pdb,wzx_seq57.pdb,0.41422
wzx,wzx_seq9.pdb,wzx_seq4.pdb,0.41638
wzx,wzx_seq9.pdb,wzx_seq18.pdb,0.48284
wzx,wzx_seq9.pdb,wzx_seq54.pdb,0.3421
wzx,wzx_seq9.pdb,wzx_seq69.pdb,0.46933
wzx,wzx_seq9.pdb,wzx_seq55.pdb,0.37299
wzx,wzx_seq9.pdb,wzx_seq56.pdb,0.51722
wzx,wzx_seq9.pdb,wzx_seq39.pdb,0.40476
wzx,wzx_seq9.pdb,wzx_seq38.pdb,0.36094
wzx,wzx_seq9.pdb,wzx_seq6.pdb,0.47432
wzx,wzx_seq9.pdb,wzx_seq62.pdb,0.42962
wzx,wzx_seq9.pdb,wzx_seq60.pdb,0.31495
wzx,wzx_seq9.pdb,wzx_seq53.pdb,0.35751
wzx,wzx_seq9.pdb,wzx_seq40.pdb,0.36108
wzx,wzx_seq9.pdb,wzx_seq78.pdb,0.38958
wzx,wzx_seq9.pdb,wzx_seq19.pdb,0.39396
wzx,wzx_seq9.pdb,wzx_seq34.pdb,0.40459
wzx,wzx_seq9.pdb,wzx_seq33.pdb,0.41695
wzx,wzx_seq9.pdb,wzx_seq81.pdb,0.4869
wzx,wzx_seq9.pdb,wzx_seq44.pdb,0.34371
wzx,wzx_seq9.pdb,wzx_seq2.pdb,0.37001
wzx,wzx_seq9.pdb,wzx_seq15.pdb,0.36359
wzx,wzx_seq9.pdb,wzx_seq21.pdb,0.38763
wzx,wzx_seq9.pdb,wzx_seq14.pdb,0.40137
wzx,wzx_seq9.pdb,wzx_seq35.pdb,0.39171
wzx,wzx_seq9.pdb,wzx_seq20.pdb,0.35344
wzx,wzx_seq9.pdb,wzx_seq82.pdb,0.36426
wzx,wzx_seq9.pdb,wzx_seq23.pdb,0.37607
wzx,wzx_seq9.pdb,wzx_seq24.pdb,0.40846
wzx,wzx_seq9.pdb,wzx_seq47.pdb,0.46186
wzx,wzx_seq9.pdb,wzx_seq83.pdb,0.35212
wzx,wzx_seq9.pdb,wzx_seq30.pdb,0.4074
wzx,wzx_seq9.pdb,wzx_seq43.pdb,0.39871
wzx,wzx_seq9.pdb,wzx_seq67.pdb,0.34748
wzx,wzx_seq9.pdb,wzx_seq46.pdb,0.382
wzx,wzx_seq9.pdb,wzx_seq22.pdb,0.36913
wzx,wzx_seq9.pdb,wzx_seq76.pdb,0.3868
wzx,wzx_seq9.pdb,wzx_seq65.pdb,0.37685
wzx,wzx_seq37.pdb,wzx_seq11.pdb,0.43824
wzx,wzx_seq37.pdb,wzx_seq72.pdb,0.36045
wzx,wzx_seq37.pdb,wzx_seq59.pdb,0.39
wzx,wzx_seq37.pdb,wzx_seq10.pdb,0.36684
wzx,wzx_seq37.pdb,wzx_seq25.pdb,0.45878
wzx,wzx_seq37.pdb,wzx_seq71.pdb,0.46542
wzx,wzx_seq37.pdb,wzx_seq49.pdb,0.34378
wzx,wzx_seq37.pdb,wzx_seq36.pdb,0.41204
wzx,wzx_seq37.pdb,wzx_seq77.pdb,0.41713
wzx,wzx_seq37.pdb,wzx_seq45.pdb,0.45193
wzx,wzx_seq37.pdb,wzx_seq58.pdb,0.47868
wzx,wzx_seq37.pdb,wzx_seq27.pdb,0.3492
wzx,wzx_seq37.pdb,wzx_seq51.pdb,0.38587
wzx,wzx_seq37.pdb,wzx_seq66.pdb,0.41142
wzx,wzx_seq37.pdb,wzx_seq3.pdb,0.40895
wzx,wzx_seq37.pdb,wzx_seq79.pdb,0.36442
wzx,wzx_seq37.pdb,wzx_seq52.pdb,0.41998
wzx,wzx_seq37.pdb,wzx_seq48.pdb,0.44435
wzx,wzx_seq37.pdb,wzx_seq1.pdb,0.32349
wzx,wzx_seq37.pdb,wzx_seq32.pdb,0.39117
wzx,wzx_seq37.pdb,wzx_seq8.pdb,0.36752
wzx,wzx_seq37.pdb,wzx_seq63.pdb,0.40518
wzx,wzx_seq37.pdb,wzx_seq57.pdb,0.37997
wzx,wzx_seq37.pdb,wzx_seq4.pdb,0.4324
wzx,wzx_seq37.pdb,wzx_seq18.pdb,0.36262
wzx,wzx_seq37.pdb,wzx_seq54.pdb,0.45865
wzx,wzx_seq37.pdb,wzx_seq69.pdb,0.44724
wzx,wzx_seq37.pdb,wzx_seq55.pdb,0.36976
wzx,wzx_seq37.pdb,wzx_seq56.pdb,0.38186
wzx,wzx_seq37.pdb,wzx_seq39.pdb,0.61562
wzx,wzx_seq37.pdb,wzx_seq38.pdb,0.46638
wzx,wzx_seq37.pdb,wzx_seq6.pdb,0.35435
wzx,wzx_seq37.pdb,wzx_seq62.pdb,0.417
wzx,wzx_seq37.pdb,wzx_seq60.pdb,0.31139
wzx,wzx_seq37.pdb,wzx_seq53.pdb,0.43205
wzx,wzx_seq37.pdb,wzx_seq40.pdb,0.47588
wzx,wzx_seq37.pdb,wzx_seq78.pdb,0.3797
wzx,wzx_seq37.pdb,wzx_seq19.pdb,0.40777
wzx,wzx_seq37.pdb,wzx_seq34.pdb,0.31313
wzx,wzx_seq37.pdb,wzx_seq33.pdb,0.39137
wzx,wzx_seq37.pdb,wzx_seq81.pdb,0.40319
wzx,wzx_seq37.pdb,wzx_seq44.pdb,0.37203
wzx,wzx_seq37.pdb,wzx_seq2.pdb,0.34981
wzx,wzx_seq37.pdb,wzx_seq15.pdb,0.42844
wzx,wzx_seq37.pdb,wzx_seq21.pdb,0.40237
wzx,wzx_seq37.pdb,wzx_seq14.pdb,0.4492
wzx,wzx_seq37.pdb,wzx_seq35.pdb,0.38622
wzx,wzx_seq37.pdb,wzx_seq20.pdb,0.41766
wzx,wzx_seq37.pdb,wzx_seq82.pdb,0.4749
wzx,wzx_seq37.pdb,wzx_seq23.pdb,0.43245
wzx,wzx_seq37.pdb,wzx_seq24.pdb,0.44151
wzx,wzx_seq37.pdb,wzx_seq47.pdb,0.38888
wzx,wzx_seq37.pdb,wzx_seq83.pdb,0.454
wzx,wzx_seq37.pdb,wzx_seq30.pdb,0.4179
wzx,wzx_seq37.pdb,wzx_seq43.pdb,0.37126
wzx,wzx_seq37.pdb,wzx_seq67.pdb,0.40421
wzx,wzx_seq37.pdb,wzx_seq46.pdb,0.40319
wzx,wzx_seq37.pdb,wzx_seq22.pdb,0.35572
wzx,wzx_seq37.pdb,wzx_seq76.pdb,0.44481
wzx,wzx_seq37.pdb,wzx_seq65.pdb,0.41409
wzx,wzx_seq11.pdb,wzx_seq72.pdb,0.41655
wzx,wzx_seq11.pdb,wzx_seq59.pdb,0.38098
wzx,wzx_seq11.pdb,wzx_seq10.pdb,0.52778
wzx,wzx_seq11.pdb,wzx_seq25.pdb,0.49824
wzx,wzx_seq11.pdb,wzx_seq71.pdb,0.52392
wzx,wzx_seq11.pdb,wzx_seq49.pdb,0.36484
wzx,wzx_seq11.pdb,wzx_seq36.pdb,0.50183
wzx,wzx_seq11.pdb,wzx_seq77.pdb,0.51605
wzx,wzx_seq11.pdb,wzx_seq45.pdb,0.52564
wzx,wzx_seq11.pdb,wzx_seq58.pdb,0.53393
wzx,wzx_seq11.pdb,wzx_seq27.pdb,0.37377
wzx,wzx_seq11.pdb,wzx_seq51.pdb,0.3406
wzx,wzx_seq11.pdb,wzx_seq66.pdb,0.45753
wzx,wzx_seq11.pdb,wzx_seq3.pdb,0.39277
wzx,wzx_seq11.pdb,wzx_seq79.pdb,0.4256
wzx,wzx_seq11.pdb,wzx_seq52.pdb,0.69947
wzx,wzx_seq11.pdb,wzx_seq48.pdb,0.43662
wzx,wzx_seq11.pdb,wzx_seq1.pdb,0.5201
