gene,seq1,seq2,tm_score,sequence_identity,sequence_divergence,structural_divergence
wzg,wzg_seq39.pdb,wzg_seq25.pdb,0.3901,0.997920997920998,0.0020790020790020236,0.6099
wzg,wzg_seq39.pdb,wzg_seq58.pdb,0.38389,0.9833679833679834,0.016632016632016633,0.6161099999999999
wzg,wzg_seq39.pdb,wzg_seq10.pdb,0.38181,0.9792099792099792,0.02079002079002079,0.61819
wzg,wzg_seq39.pdb,wzg_seq46.pdb,0.36214,0.9812889812889813,0.018711018711018657,0.63786
wzg,wzg_seq39.pdb,wzg_seq35.pdb,0.39776,0.9896049896049897,0.01039501039501034,0.60224
wzg,wzg_seq39.pdb,wzg_seq3.pdb,0.35245,0.9646569646569647,0.03534303534303529,0.6475500000000001
wzg,wzg_seq39.pdb,wzg_seq23.pdb,0.38961,0.9688149688149689,0.03118503118503113,0.61039
wzg,wzg_seq39.pdb,wzg_seq5.pdb,0.3812,0.9771309771309772,0.022869022869022815,0.6188
wzg,wzg_seq34.pdb,wzg_seq25.pdb,0.32009,0.9501039501039501,0.0498960498960499,0.67991
wzg,wzg_seq34.pdb,wzg_seq58.pdb,0.35788,0.9563409563409564,0.043659043659043606,0.64212
wzg,wzg_seq34.pdb,wzg_seq61.pdb,0.36984,0.9501039501039501,0.0498960498960499,0.63016
wzg,wzg_seq25.pdb,wzg_seq49.pdb,0.39822,0.9833679833679834,0.016632016632016633,0.60178
wzg,wzg_seq25.pdb,wzg_seq1.pdb,0.38815,0.9625,0.03749999999999998,0.61185
wzg,wzg_seq25.pdb,wzg_seq13.pdb,0.38905,0.9645833333333333,0.03541666666666665,0.61095
wzg,wzg_seq25.pdb,wzg_seq10.pdb,0.32547,0.9792099792099792,0.02079002079002079,0.6745300000000001
wzg,wzg_seq25.pdb,wzg_seq37.pdb,0.37295,0.9688149688149689,0.03118503118503113,0.62705
wzg,wzg_seq25.pdb,wzg_seq4.pdb,0.33262,0.9792099792099792,0.02079002079002079,0.66738
wzg,wzg_seq25.pdb,wzg_seq46.pdb,0.3939,0.9792099792099792,0.02079002079002079,0.6061000000000001
wzg,wzg_seq25.pdb,wzg_seq55.pdb,0.39208,0.9688149688149689,0.03118503118503113,0.60792
wzg,wzg_seq25.pdb,wzg_seq35.pdb,0.33835,0.9875259875259875,0.012474012474012475,0.6616500000000001
wzg,wzg_seq25.pdb,wzg_seq63.pdb,0.32801,0.9812889812889813,0.018711018711018657,0.67199
wzg,wzg_seq25.pdb,wzg_seq3.pdb,0.31077,0.9646569646569647,0.03534303534303529,0.68923
wzg,wzg_seq25.pdb,wzg_seq31.pdb,0.3987,0.9542619542619543,0.04573804573804574,0.6013
wzg,wzg_seq25.pdb,wzg_seq56.pdb,0.34339,0.9583333333333334,0.04166666666666663,0.65661
wzg,wzg_seq49.pdb,wzg_seq37.pdb,0.35967,0.9688149688149689,0.03118503118503113,0.6403300000000001
wzg,wzg_seq49.pdb,wzg_seq46.pdb,0.39593,0.9792099792099792,0.02079002079002079,0.60407
wzg,wzg_seq49.pdb,wzg_seq63.pdb,0.3284,0.9812889812889813,0.018711018711018657,0.6716
wzg,wzg_seq49.pdb,wzg_seq3.pdb,0.39955,0.9625779625779626,0.037422037422037424,0.6004499999999999
wzg,wzg_seq1.pdb,wzg_seq10.pdb,0.39765,0.9625779625779626,0.037422037422037424,0.6023499999999999
wzg,wzg_seq1.pdb,wzg_seq37.pdb,0.38322,0.9520833333333333,0.04791666666666672,0.61678
wzg,wzg_seq1.pdb,wzg_seq46.pdb,0.33693,0.9625,0.03749999999999998,0.66307
wzg,wzg_seq1.pdb,wzg_seq35.pdb,0.37189,0.9625,0.03749999999999998,0.62811
wzg,wzg_seq1.pdb,wzg_seq63.pdb,0.37675,0.9645833333333333,0.03541666666666665,0.6232500000000001
wzg,wzg_seq1.pdb,wzg_seq3.pdb,0.39235,0.9519832985386222,0.04801670146137782,0.60765
wzg,wzg_seq1.pdb,wzg_seq61.pdb,0.38135,0.9583333333333334,0.04166666666666663,0.6186499999999999
wzg,wzg_seq54.pdb,wzg_seq10.pdb,0.33459,0.9646569646569647,0.03534303534303529,0.6654100000000001
wzg,wzg_seq54.pdb,wzg_seq37.pdb,0.37963,0.95,0.050000000000000044,0.62037
wzg,wzg_seq54.pdb,wzg_seq4.pdb,0.38696,0.9666666666666667,0.033333333333333326,0.61304
wzg,wzg_seq54.pdb,wzg_seq46.pdb,0.35758,0.9645833333333333,0.03541666666666665,0.64242
wzg,wzg_seq54.pdb,wzg_seq35.pdb,0.37837,0.9645833333333333,0.03541666666666665,0.62163
wzg,wzg_seq54.pdb,wzg_seq63.pdb,0.37114,0.9729166666666667,0.027083333333333348,0.62886
wzg,wzg_seq54.pdb,wzg_seq29.pdb,0.39318,0.9958419958419958,0.004158004158004158,0.60682
wzg,wzg_seq54.pdb,wzg_seq5.pdb,0.3776,0.95625,0.043749999999999956,0.6224000000000001
wzg,wzg_seq13.pdb,wzg_seq10.pdb,0.37182,0.9584199584199584,0.04158004158004158,0.62818
wzg,wzg_seq13.pdb,wzg_seq4.pdb,0.38435,0.9625,0.03749999999999998,0.61565
wzg,wzg_seq13.pdb,wzg_seq46.pdb,0.3106,0.95625,0.043749999999999956,0.6894
wzg,wzg_seq13.pdb,wzg_seq63.pdb,0.36813,0.9625,0.03749999999999998,0.6318699999999999
wzg,wzg_seq13.pdb,wzg_seq5.pdb,0.36861,0.95,0.050000000000000044,0.63139
wzg,wzg_seq58.pdb,wzg_seq10.pdb,0.36648,0.9916839916839917,0.008316008316008316,0.6335200000000001
wzg,wzg_seq58.pdb,wzg_seq37.pdb,0.32951,0.9667359667359667,0.033264033264033266,0.67049
wzg,wzg_seq58.pdb,wzg_seq4.pdb,0.36276,0.9812889812889813,0.018711018711018657,0.63724
wzg,wzg_seq58.pdb,wzg_seq46.pdb,0.30964,0.9854469854469855,0.014553014553014498,0.69036
wzg,wzg_seq58.pdb,wzg_seq55.pdb,0.3561,0.9625779625779626,0.037422037422037424,0.6438999999999999
wzg,wzg_seq58.pdb,wzg_seq35.pdb,0.35482,0.9854469854469855,0.014553014553014498,0.64518
wzg,wzg_seq58.pdb,wzg_seq63.pdb,0.37037,0.9833679833679834,0.016632016632016633,0.62963
wzg,wzg_seq58.pdb,wzg_seq3.pdb,0.35677,0.9604989604989606,0.03950103950103945,0.64323
wzg,wzg_seq58.pdb,wzg_seq31.pdb,0.37954,0.9521829521829522,0.047817047817047764,0.62046
wzg,wzg_seq58.pdb,wzg_seq23.pdb,0.39293,0.9604989604989606,0.03950103950103945,0.60707
wzg,wzg_seq58.pdb,wzg_seq5.pdb,0.39452,0.9771309771309772,0.022869022869022815,0.60548
wzg,wzg_seq58.pdb,wzg_seq56.pdb,0.39438,0.9645833333333333,0.03541666666666665,0.60562
wzg,wzg_seq10.pdb,wzg_seq33.pdb,0.38034,0.975051975051975,0.02494802494802495,0.61966
wzg,wzg_seq10.pdb,wzg_seq46.pdb,0.3989,0.9771309771309772,0.022869022869022815,0.6011
wzg,wzg_seq10.pdb,wzg_seq35.pdb,0.39825,0.9812889812889813,0.018711018711018657,0.60175
wzg,wzg_seq10.pdb,wzg_seq63.pdb,0.36908,0.9792099792099792,0.02079002079002079,0.6309199999999999
wzg,wzg_seq10.pdb,wzg_seq61.pdb,0.34451,0.9771309771309772,0.022869022869022815,0.65549
wzg,wzg_seq10.pdb,wzg_seq20.pdb,0.38071,0.975051975051975,0.02494802494802495,0.61929
wzg,wzg_seq10.pdb,wzg_seq41.pdb,0.38671,0.9688149688149689,0.03118503118503113,0.61329
wzg,wzg_seq10.pdb,wzg_seq23.pdb,0.31841,0.9563409563409564,0.043659043659043606,0.6815899999999999
wzg,wzg_seq10.pdb,wzg_seq11.pdb,0.38523,0.9833679833679834,0.016632016632016633,0.61477
wzg,wzg_seq10.pdb,wzg_seq56.pdb,0.36573,0.9584199584199584,0.04158004158004158,0.63427
wzg,wzg_seq33.pdb,wzg_seq37.pdb,0.38257,0.9604989604989606,0.03950103950103945,0.6174299999999999
wzg,wzg_seq33.pdb,wzg_seq4.pdb,0.39979,0.972972972972973,0.027027027027026973,0.60021
wzg,wzg_seq33.pdb,wzg_seq46.pdb,0.38635,0.9688149688149689,0.03118503118503113,0.61365
wzg,wzg_seq33.pdb,wzg_seq63.pdb,0.36091,0.975051975051975,0.02494802494802495,0.6390899999999999
wzg,wzg_seq33.pdb,wzg_seq3.pdb,0.33662,0.9584199584199584,0.04158004158004158,0.6633800000000001
wzg,wzg_seq30.pdb,wzg_seq35.pdb,0.38676,0.9501039501039501,0.0498960498960499,0.61324
wzg,wzg_seq30.pdb,wzg_seq3.pdb,0.38459,0.9667359667359667,0.033264033264033266,0.61541
wzg,wzg_seq8.pdb,wzg_seq37.pdb,0.36092,0.9625779625779626,0.037422037422037424,0.63908
wzg,wzg_seq8.pdb,wzg_seq46.pdb,0.37134,0.9771309771309772,0.022869022869022815,0.62866
wzg,wzg_seq8.pdb,wzg_seq55.pdb,0.36497,0.9584199584199584,0.04158004158004158,0.63503
wzg,wzg_seq8.pdb,wzg_seq35.pdb,0.31203,0.9771309771309772,0.022869022869022815,0.68797
wzg,wzg_seq8.pdb,wzg_seq63.pdb,0.35059,0.9812889812889813,0.018711018711018657,0.64941
wzg,wzg_seq8.pdb,wzg_seq23.pdb,0.36692,0.9563409563409564,0.043659043659043606,0.63308
wzg,wzg_seq8.pdb,wzg_seq56.pdb,0.37188,0.9604166666666667,0.039583333333333304,0.62812
wzg,wzg_seq44.pdb,wzg_seq57.pdb,0.35035,0.9979296066252588,0.0020703933747412417,0.6496500000000001
wzg,wzg_seq37.pdb,wzg_seq3.pdb,0.39648,0.9896049896049897,0.01039501039501034,0.6035200000000001
wzg,wzg_seq37.pdb,wzg_seq61.pdb,0.3734,0.9667359667359667,0.033264033264033266,0.6266
wzg,wzg_seq37.pdb,wzg_seq20.pdb,0.35313,0.9625779625779626,0.037422037422037424,0.6468700000000001
wzg,wzg_seq37.pdb,wzg_seq41.pdb,0.37181,0.9541666666666667,0.04583333333333328,0.62819
wzg,wzg_seq37.pdb,wzg_seq23.pdb,0.35413,0.9896049896049897,0.01039501039501034,0.6458699999999999
wzg,wzg_seq4.pdb,wzg_seq35.pdb,0.38971,0.9792099792099792,0.02079002079002079,0.61029
wzg,wzg_seq4.pdb,wzg_seq61.pdb,0.37103,0.975051975051975,0.02494802494802495,0.62897
wzg,wzg_seq46.pdb,wzg_seq28.pdb,0.37585,0.95625,0.043749999999999956,0.62415
wzg,wzg_seq46.pdb,wzg_seq63.pdb,0.38608,0.9771309771309772,0.022869022869022815,0.61392
wzg,wzg_seq46.pdb,wzg_seq3.pdb,0.32141,0.9604989604989606,0.03950103950103945,0.67859
wzg,wzg_seq46.pdb,wzg_seq29.pdb,0.37376,0.96875,0.03125,0.62624
wzg,wzg_seq46.pdb,wzg_seq61.pdb,0.34378,0.975051975051975,0.02494802494802495,0.65622
wzg,wzg_seq46.pdb,wzg_seq20.pdb,0.32786,0.9771309771309772,0.022869022869022815,0.67214
wzg,wzg_seq46.pdb,wzg_seq41.pdb,0.34625,0.96875,0.03125,0.65375
wzg,wzg_seq46.pdb,wzg_seq23.pdb,0.35466,0.9604989604989606,0.03950103950103945,0.64534
wzg,wzg_seq46.pdb,wzg_seq11.pdb,0.36537,0.9771309771309772,0.022869022869022815,0.63463
wzg,wzg_seq55.pdb,wzg_seq3.pdb,0.34432,0.9854469854469855,0.014553014553014498,0.65568
wzg,wzg_seq55.pdb,wzg_seq61.pdb,0.3442,0.9625779625779626,0.037422037422037424,0.6557999999999999
wzg,wzg_seq55.pdb,wzg_seq11.pdb,0.39901,0.9584199584199584,0.04158004158004158,0.60099
wzg,wzg_seq55.pdb,wzg_seq5.pdb,0.39645,0.9625779625779626,0.037422037422037424,0.60355
wzg,wzg_seq28.pdb,wzg_seq35.pdb,0.38345,0.9604166666666667,0.039583333333333304,0.6165499999999999
wzg,wzg_seq28.pdb,wzg_seq63.pdb,0.36223,0.9625,0.03749999999999998,0.63777
wzg,wzg_seq35.pdb,wzg_seq63.pdb,0.37199,0.9771309771309772,0.022869022869022815,0.62801
wzg,wzg_seq35.pdb,wzg_seq3.pdb,0.35374,0.9688149688149689,0.03118503118503113,0.6462600000000001
wzg,wzg_seq35.pdb,wzg_seq29.pdb,0.36577,0.96875,0.03125,0.6342300000000001
wzg,wzg_seq35.pdb,wzg_seq61.pdb,0.34913,0.9833679833679834,0.016632016632016633,0.6508700000000001
wzg,wzg_seq35.pdb,wzg_seq20.pdb,0.36346,0.9812889812889813,0.018711018711018657,0.63654
wzg,wzg_seq35.pdb,wzg_seq41.pdb,0.39985,0.96875,0.03125,0.60015
wzg,wzg_seq35.pdb,wzg_seq23.pdb,0.36953,0.972972972972973,0.027027027027026973,0.63047
wzg,wzg_seq63.pdb,wzg_seq3.pdb,0.35135,0.9563409563409564,0.043659043659043606,0.64865
wzg,wzg_seq63.pdb,wzg_seq29.pdb,0.3587,0.9729166666666667,0.027083333333333348,0.6413
wzg,wzg_seq63.pdb,wzg_seq61.pdb,0.36901,0.9792099792099792,0.02079002079002079,0.6309899999999999
wzg,wzg_seq63.pdb,wzg_seq20.pdb,0.356,0.9812889812889813,0.018711018711018657,0.644
wzg,wzg_seq63.pdb,wzg_seq41.pdb,0.34579,0.9708333333333333,0.029166666666666674,0.65421
wzg,wzg_seq63.pdb,wzg_seq23.pdb,0.33784,0.9563409563409564,0.043659043659043606,0.6621600000000001
wzg,wzg_seq63.pdb,wzg_seq11.pdb,0.34103,0.9812889812889813,0.018711018711018657,0.6589700000000001
wzg,wzg_seq63.pdb,wzg_seq5.pdb,0.39483,0.9688149688149689,0.03118503118503113,0.60517
wzg,wzg_seq63.pdb,wzg_seq56.pdb,0.35988,0.9645833333333333,0.03541666666666665,0.64012
wzg,wzg_seq3.pdb,wzg_seq31.pdb,0.34429,0.9708939708939709,0.029106029106029108,0.65571
wzg,wzg_seq3.pdb,wzg_seq61.pdb,0.37528,0.9646569646569647,0.03534303534303529,0.6247199999999999
wzg,wzg_seq3.pdb,wzg_seq20.pdb,0.38687,0.9563409563409564,0.043659043659043606,0.61313
wzg,wzg_seq3.pdb,wzg_seq41.pdb,0.38384,0.9520833333333333,0.04791666666666672,0.61616
wzg,wzg_seq3.pdb,wzg_seq23.pdb,0.34121,0.9833679833679834,0.016632016632016633,0.65879
wzg,wzg_seq3.pdb,wzg_seq11.pdb,0.38782,0.9604989604989606,0.03950103950103945,0.61218
wzg,wzg_seq29.pdb,wzg_seq61.pdb,0.39793,0.9729166666666667,0.027083333333333348,0.60207
wzg,wzg_seq29.pdb,wzg_seq56.pdb,0.37487,0.9792099792099792,0.02079002079002079,0.62513
wzg,wzg_seq61.pdb,wzg_seq23.pdb,0.37031,0.9604989604989606,0.03950103950103945,0.6296900000000001
wzg,wzg_seq61.pdb,wzg_seq5.pdb,0.38163,0.975051975051975,0.02494802494802495,0.61837
wzg,wzg_seq61.pdb,wzg_seq56.pdb,0.37897,0.9541666666666667,0.04583333333333328,0.62103
wzg,wzg_seq20.pdb,wzg_seq56.pdb,0.38397,0.95625,0.043749999999999956,0.6160300000000001
wzg,wzg_seq23.pdb,wzg_seq5.pdb,0.3533,0.9604989604989606,0.03950103950103945,0.6467
