gene,seq1,seq2,tm_score,sequence_identity
wzg,wzg_seq14.pdb,wzg_seq4.pdb,0.39912,0.9792099792099792
wzg,wzg_seq14.pdb,wzg_seq46.pdb,0.34246,0.9937629937629938
wzg,wzg_seq14.pdb,wzg_seq55.pdb,0.45547,0.9646569646569647
wzg,wzg_seq14.pdb,wzg_seq57.pdb,0.25965,0.6736401673640168
wzg,wzg_seq14.pdb,wzg_seq28.pdb,0.37662,0.9604166666666667
wzg,wzg_seq14.pdb,wzg_seq35.pdb,0.45791,0.9833679833679834
wzg,wzg_seq14.pdb,wzg_seq63.pdb,0.35416,0.9812889812889813
wzg,wzg_seq14.pdb,wzg_seq3.pdb,0.34549,0.9625779625779626
wzg,wzg_seq14.pdb,wzg_seq29.pdb,0.39572,0.9729166666666667
wzg,wzg_seq14.pdb,wzg_seq31.pdb,0.382,0.9501039501039501
wzg,wzg_seq14.pdb,wzg_seq61.pdb,0.37654,0.9792099792099792
wzg,wzg_seq14.pdb,wzg_seq20.pdb,0.37534,0.9812889812889813
wzg,wzg_seq14.pdb,wzg_seq41.pdb,0.39054,0.9729166666666667
wzg,wzg_seq14.pdb,wzg_seq23.pdb,0.41827,0.9625779625779626
wzg,wzg_seq14.pdb,wzg_seq11.pdb,0.41566,0.9812889812889813
wzg,wzg_seq14.pdb,wzg_seq5.pdb,0.37593,0.9708939708939709
wzg,wzg_seq14.pdb,wzg_seq56.pdb,0.47473,0.9625
wzg,wzg_seq38.pdb,wzg_seq53.pdb,0.44168,0.96875
wzg,wzg_seq38.pdb,wzg_seq18.pdb,0.35872,0.9230769230769231
wzg,wzg_seq38.pdb,wzg_seq40.pdb,0.35468,0.9833679833679834
wzg,wzg_seq38.pdb,wzg_seq6.pdb,0.51413,0.9792099792099792
wzg,wzg_seq38.pdb,wzg_seq62.pdb,0.47153,0.9645833333333333
wzg,wzg_seq38.pdb,wzg_seq24.pdb,0.36182,0.9833679833679834
wzg,wzg_seq38.pdb,wzg_seq45.pdb,0.33472,0.9584199584199584
wzg,wzg_seq38.pdb,wzg_seq22.pdb,0.33437,0.9833679833679834
wzg,wzg_seq38.pdb,wzg_seq43.pdb,0.35151,0.972972972972973
wzg,wzg_seq38.pdb,wzg_seq9.pdb,0.52454,0.9771309771309772
wzg,wzg_seq38.pdb,wzg_seq52.pdb,0.52832,0.9708333333333333
wzg,wzg_seq38.pdb,wzg_seq15.pdb,0.42978,0.9771309771309772
wzg,wzg_seq38.pdb,wzg_seq42.pdb,0.42509,0.9833679833679834
wzg,wzg_seq38.pdb,wzg_seq21.pdb,0.64759,0.9937629937629938
wzg,wzg_seq38.pdb,wzg_seq50.pdb,0.39509,0.9708333333333333
wzg,wzg_seq38.pdb,wzg_seq60.pdb,0.43067,0.9458333333333333
wzg,wzg_seq38.pdb,wzg_seq32.pdb,0.55026,0.9438669438669439
wzg,wzg_seq38.pdb,wzg_seq16.pdb,0.35438,0.975051975051975
wzg,wzg_seq38.pdb,wzg_seq39.pdb,0.4387,0.9833679833679834
wzg,wzg_seq38.pdb,wzg_seq34.pdb,0.34459,0.9438669438669439
wzg,wzg_seq38.pdb,wzg_seq25.pdb,0.53743,0.9833679833679834
wzg,wzg_seq38.pdb,wzg_seq49.pdb,0.47622,0.9771309771309772
wzg,wzg_seq38.pdb,wzg_seq1.pdb,0.45152,0.9604166666666667
wzg,wzg_seq38.pdb,wzg_seq54.pdb,0.55246,0.96875
wzg,wzg_seq38.pdb,wzg_seq13.pdb,0.45852,0.9604166666666667
wzg,wzg_seq38.pdb,wzg_seq58.pdb,0.50769,0.975051975051975
wzg,wzg_seq38.pdb,wzg_seq10.pdb,0.3571,0.9771309771309772
wzg,wzg_seq38.pdb,wzg_seq51.pdb,0.43314,0.9812889812889813
wzg,wzg_seq38.pdb,wzg_seq17.pdb,0.36419,0.9251559251559252
wzg,wzg_seq38.pdb,wzg_seq33.pdb,0.48662,0.975051975051975
wzg,wzg_seq38.pdb,wzg_seq30.pdb,0.42463,0.9376299376299376
wzg,wzg_seq38.pdb,wzg_seq8.pdb,0.49441,0.9771309771309772
wzg,wzg_seq38.pdb,wzg_seq44.pdb,0.31768,0.6764091858037579
wzg,wzg_seq38.pdb,wzg_seq37.pdb,0.30425,0.9625779625779626
wzg,wzg_seq38.pdb,wzg_seq4.pdb,0.38609,0.972972972972973
wzg,wzg_seq38.pdb,wzg_seq46.pdb,0.29541,0.972972972972973
wzg,wzg_seq38.pdb,wzg_seq55.pdb,0.35999,0.9584199584199584
wzg,wzg_seq38.pdb,wzg_seq57.pdb,0.25418,0.6764091858037579
wzg,wzg_seq38.pdb,wzg_seq28.pdb,0.50709,0.9604166666666667
wzg,wzg_seq38.pdb,wzg_seq35.pdb,0.37023,0.9771309771309772
wzg,wzg_seq38.pdb,wzg_seq63.pdb,0.35736,0.9771309771309772
wzg,wzg_seq38.pdb,wzg_seq3.pdb,0.36495,0.9604989604989606
wzg,wzg_seq38.pdb,wzg_seq29.pdb,0.44789,0.9729166666666667
wzg,wzg_seq38.pdb,wzg_seq31.pdb,0.36075,0.9438669438669439
wzg,wzg_seq38.pdb,wzg_seq61.pdb,0.4807,0.9916839916839917
wzg,wzg_seq38.pdb,wzg_seq20.pdb,0.61954,0.9771309771309772
wzg,wzg_seq38.pdb,wzg_seq41.pdb,0.53497,0.975
wzg,wzg_seq38.pdb,wzg_seq23.pdb,0.3868,0.9563409563409564
wzg,wzg_seq38.pdb,wzg_seq11.pdb,0.47888,0.9771309771309772
wzg,wzg_seq38.pdb,wzg_seq5.pdb,0.30061,0.9688149688149689
wzg,wzg_seq38.pdb,wzg_seq56.pdb,0.35701,0.95625
wzg,wzg_seq53.pdb,wzg_seq18.pdb,0.4209,0.9355509355509356
wzg,wzg_seq53.pdb,wzg_seq40.pdb,0.35335,0.96875
wzg,wzg_seq53.pdb,wzg_seq6.pdb,0.46317,0.96875
wzg,wzg_seq53.pdb,wzg_seq62.pdb,0.51987,0.9812889812889813
wzg,wzg_seq53.pdb,wzg_seq24.pdb,0.34356,0.96875
wzg,wzg_seq53.pdb,wzg_seq45.pdb,0.32899,0.94375
wzg,wzg_seq53.pdb,wzg_seq22.pdb,0.34996,0.96875
wzg,wzg_seq53.pdb,wzg_seq43.pdb,0.38851,0.9625
wzg,wzg_seq53.pdb,wzg_seq9.pdb,0.43727,0.9708333333333333
wzg,wzg_seq53.pdb,wzg_seq52.pdb,0.51521,0.9916839916839917
wzg,wzg_seq53.pdb,wzg_seq15.pdb,0.40171,0.9666666666666667
wzg,wzg_seq53.pdb,wzg_seq42.pdb,0.6315,0.96875
wzg,wzg_seq53.pdb,wzg_seq21.pdb,0.48743,0.96875
wzg,wzg_seq53.pdb,wzg_seq50.pdb,0.36427,0.9875259875259875
wzg,wzg_seq53.pdb,wzg_seq60.pdb,0.40937,0.9688149688149689
wzg,wzg_seq53.pdb,wzg_seq32.pdb,0.446,0.9333333333333333
wzg,wzg_seq53.pdb,wzg_seq16.pdb,0.37549,0.96875
wzg,wzg_seq53.pdb,wzg_seq39.pdb,0.41419,0.96875
wzg,wzg_seq53.pdb,wzg_seq34.pdb,0.34543,0.9458333333333333
wzg,wzg_seq53.pdb,wzg_seq25.pdb,0.33704,0.96875
wzg,wzg_seq53.pdb,wzg_seq49.pdb,0.46735,0.9666666666666667
wzg,wzg_seq53.pdb,wzg_seq1.pdb,0.48783,0.9833679833679834
wzg,wzg_seq53.pdb,wzg_seq54.pdb,0.51142,0.9896049896049897
wzg,wzg_seq53.pdb,wzg_seq13.pdb,0.5076,0.9833679833679834
wzg,wzg_seq53.pdb,wzg_seq58.pdb,0.57745,0.96875
wzg,wzg_seq53.pdb,wzg_seq10.pdb,0.35719,0.9667359667359667
wzg,wzg_seq53.pdb,wzg_seq51.pdb,0.40598,0.9708333333333333
wzg,wzg_seq53.pdb,wzg_seq17.pdb,0.36435,0.9376299376299376
wzg,wzg_seq53.pdb,wzg_seq33.pdb,0.38513,0.96875
wzg,wzg_seq53.pdb,wzg_seq30.pdb,0.44378,0.9270833333333334
wzg,wzg_seq53.pdb,wzg_seq8.pdb,0.47076,0.96875
wzg,wzg_seq53.pdb,wzg_seq44.pdb,0.33201,0.6784968684759917
wzg,wzg_seq53.pdb,wzg_seq37.pdb,0.35954,0.9479166666666666
wzg,wzg_seq53.pdb,wzg_seq4.pdb,0.40987,0.9645833333333333
wzg,wzg_seq53.pdb,wzg_seq46.pdb,0.33043,0.9625
wzg,wzg_seq53.pdb,wzg_seq55.pdb,0.3583,0.94375
wzg,wzg_seq53.pdb,wzg_seq57.pdb,0.28305,0.6784968684759917
wzg,wzg_seq53.pdb,wzg_seq28.pdb,0.47606,0.9833679833679834
wzg,wzg_seq53.pdb,wzg_seq35.pdb,0.38985,0.9625
wzg,wzg_seq53.pdb,wzg_seq63.pdb,0.34169,0.96875
wzg,wzg_seq53.pdb,wzg_seq3.pdb,0.39831,0.9519832985386222
wzg,wzg_seq53.pdb,wzg_seq29.pdb,0.42594,0.9896049896049897
wzg,wzg_seq53.pdb,wzg_seq31.pdb,0.40697,0.9333333333333333
wzg,wzg_seq53.pdb,wzg_seq61.pdb,0.43933,0.9666666666666667
wzg,wzg_seq53.pdb,wzg_seq20.pdb,0.50916,0.9645833333333333
wzg,wzg_seq53.pdb,wzg_seq41.pdb,0.46616,0.9937629937629938
wzg,wzg_seq53.pdb,wzg_seq23.pdb,0.42716,0.9416666666666667
wzg,wzg_seq53.pdb,wzg_seq11.pdb,0.49128,0.96875
wzg,wzg_seq53.pdb,wzg_seq5.pdb,0.45371,0.9583333333333334
wzg,wzg_seq53.pdb,wzg_seq56.pdb,0.41107,0.9771309771309772
wzg,wzg_seq18.pdb,wzg_seq40.pdb,0.36494,0.9272349272349273
wzg,wzg_seq18.pdb,wzg_seq6.pdb,0.38596,0.9355509355509356
wzg,wzg_seq18.pdb,wzg_seq62.pdb,0.40693,0.9272349272349273
wzg,wzg_seq18.pdb,wzg_seq24.pdb,0.44274,0.9272349272349273
wzg,wzg_seq18.pdb,wzg_seq45.pdb,0.33402,0.9106029106029107
wzg,wzg_seq18.pdb,wzg_seq22.pdb,0.38543,0.9313929313929314
wzg,wzg_seq18.pdb,wzg_seq43.pdb,0.39675,0.920997920997921
wzg,wzg_seq18.pdb,wzg_seq9.pdb,0.36134,0.9334719334719335
wzg,wzg_seq18.pdb,wzg_seq52.pdb,0.3362,0.9355509355509356
wzg,wzg_seq18.pdb,wzg_seq15.pdb,0.41928,0.9251559251559252
wzg,wzg_seq18.pdb,wzg_seq42.pdb,0.30424,0.9313929313929314
wzg,wzg_seq18.pdb,wzg_seq21.pdb,0.42202,0.9230769230769231
wzg,wzg_seq18.pdb,wzg_seq50.pdb,0.38936,0.9313929313929314
wzg,wzg_seq18.pdb,wzg_seq60.pdb,0.39364,0.9251559251559252
wzg,wzg_seq18.pdb,wzg_seq32.pdb,0.37595,0.9043659043659044
wzg,wzg_seq18.pdb,wzg_seq16.pdb,0.35898,0.9438669438669439
wzg,wzg_seq18.pdb,wzg_seq39.pdb,0.39122,0.9272349272349273
wzg,wzg_seq18.pdb,wzg_seq34.pdb,0.36961,0.9397089397089398
wzg,wzg_seq18.pdb,wzg_seq25.pdb,0.37325,0.9272349272349273
wzg,wzg_seq18.pdb,wzg_seq49.pdb,0.39547,0.9251559251559252
wzg,wzg_seq18.pdb,wzg_seq1.pdb,0.49536,0.9313929313929314
wzg,wzg_seq18.pdb,wzg_seq54.pdb,0.37581,0.9334719334719335
wzg,wzg_seq18.pdb,wzg_seq13.pdb,0.36622,0.9272349272349273
wzg,wzg_seq18.pdb,wzg_seq58.pdb,0.45529,0.9313929313929314
wzg,wzg_seq18.pdb,wzg_seq10.pdb,0.31637,0.9334719334719335
wzg,wzg_seq18.pdb,wzg_seq51.pdb,0.35951,0.9293139293139293
wzg,wzg_seq18.pdb,wzg_seq17.pdb,0.30064,0.997920997920998
wzg,wzg_seq18.pdb,wzg_seq33.pdb,0.3523,0.9438669438669439
wzg,wzg_seq18.pdb,wzg_seq30.pdb,0.3968,0.893970893970894
wzg,wzg_seq18.pdb,wzg_seq8.pdb,0.42304,0.9272349272349273
wzg,wzg_seq18.pdb,wzg_seq44.pdb,0.28586,0.6673640167364017
wzg,wzg_seq18.pdb,wzg_seq37.pdb,0.32542,0.9147609147609148
wzg,wzg_seq18.pdb,wzg_seq4.pdb,0.36494,0.920997920997921
wzg,wzg_seq18.pdb,wzg_seq46.pdb,0.32803,0.920997920997921
wzg,wzg_seq18.pdb,wzg_seq55.pdb,0.38573,0.9106029106029107
wzg,wzg_seq18.pdb,wzg_seq57.pdb,0.29841,0.6673640167364017
wzg,wzg_seq18.pdb,wzg_seq28.pdb,0.37896,0.9272349272349273
wzg,wzg_seq18.pdb,wzg_seq35.pdb,0.33496,0.9293139293139293
wzg,wzg_seq18.pdb,wzg_seq63.pdb,0.33054,0.9272349272349273
wzg,wzg_seq18.pdb,wzg_seq3.pdb,0.35672,0.9126819126819127
wzg,wzg_seq18.pdb,wzg_seq29.pdb,0.42583,0.9334719334719335
wzg,wzg_seq18.pdb,wzg_seq31.pdb,0.34616,0.9043659043659044
wzg,wzg_seq18.pdb,wzg_seq61.pdb,0.34951,0.9293139293139293
wzg,wzg_seq18.pdb,wzg_seq20.pdb,0.41508,0.9230769230769231
wzg,wzg_seq18.pdb,wzg_seq41.pdb,0.37197,0.9376299376299376
wzg,wzg_seq18.pdb,wzg_seq23.pdb,0.32766,0.9085239085239085
wzg,wzg_seq18.pdb,wzg_seq11.pdb,0.3308,0.9272349272349273
wzg,wzg_seq18.pdb,wzg_seq5.pdb,0.32834,0.9313929313929314
wzg,wzg_seq18.pdb,wzg_seq56.pdb,0.34092,0.9230769230769231
wzg,wzg_seq40.pdb,wzg_seq6.pdb,0.46103,0.9833679833679834
wzg,wzg_seq40.pdb,wzg_seq62.pdb,0.35479,0.9625
wzg,wzg_seq40.pdb,wzg_seq24.pdb,0.46168,0.997920997920998
wzg,wzg_seq40.pdb,wzg_seq45.pdb,0.51789,0.9708939708939709
wzg,wzg_seq40.pdb,wzg_seq22.pdb,0.40604,0.9958419958419958
wzg,wzg_seq40.pdb,wzg_seq43.pdb,0.36569,0.9812889812889813
wzg,wzg_seq40.pdb,wzg_seq9.pdb,0.33005,0.9812889812889813
wzg,wzg_seq40.pdb,wzg_seq52.pdb,0.41461,0.9729166666666667
wzg,wzg_seq40.pdb,wzg_seq15.pdb,0.48454,0.9854469854469855
wzg,wzg_seq40.pdb,wzg_seq42.pdb,0.4521,0.9958419958419958
wzg,wzg_seq40.pdb,wzg_seq21.pdb,0.3696,0.9833679833679834
wzg,wzg_seq40.pdb,wzg_seq50.pdb,0.46214,0.9729166666666667
wzg,wzg_seq40.pdb,wzg_seq60.pdb,0.33764,0.9541666666666667
wzg,wzg_seq40.pdb,wzg_seq32.pdb,0.45118,0.9563409563409564
wzg,wzg_seq40.pdb,wzg_seq16.pdb,0.43979,0.9792099792099792
wzg,wzg_seq40.pdb,wzg_seq39.pdb,0.44309,1.0
wzg,wzg_seq40.pdb,wzg_seq34.pdb,0.52057,0.9521829521829522
wzg,wzg_seq40.pdb,wzg_seq25.pdb,0.40447,0.997920997920998
wzg,wzg_seq40.pdb,wzg_seq49.pdb,0.41945,0.9854469854469855
wzg,wzg_seq40.pdb,wzg_seq1.pdb,0.37861,0.9645833333333333
wzg,wzg_seq40.pdb,wzg_seq54.pdb,0.38831,0.9708333333333333
wzg,wzg_seq40.pdb,wzg_seq13.pdb,0.37667,0.9625
wzg,wzg_seq40.pdb,wzg_seq58.pdb,0.35245,0.9833679833679834
wzg,wzg_seq40.pdb,wzg_seq10.pdb,0.40664,0.9792099792099792
wzg,wzg_seq40.pdb,wzg_seq51.pdb,0.55505,0.9896049896049897
wzg,wzg_seq40.pdb,wzg_seq17.pdb,0.48479,0.9293139293139293
wzg,wzg_seq40.pdb,wzg_seq33.pdb,0.41343,0.9792099792099792
wzg,wzg_seq40.pdb,wzg_seq30.pdb,0.44902,0.9459459459459459
wzg,wzg_seq40.pdb,wzg_seq8.pdb,0.35512,0.9833679833679834
wzg,wzg_seq40.pdb,wzg_seq44.pdb,0.28695,0.6778242677824268
wzg,wzg_seq40.pdb,wzg_seq37.pdb,0.62358,0.9708939708939709
wzg,wzg_seq40.pdb,wzg_seq4.pdb,0.49293,0.9812889812889813
wzg,wzg_seq40.pdb,wzg_seq46.pdb,0.60793,0.9812889812889813
wzg,wzg_seq40.pdb,wzg_seq55.pdb,0.52355,0.9708939708939709
wzg,wzg_seq40.pdb,wzg_seq57.pdb,0.2529,0.6778242677824268
wzg,wzg_seq40.pdb,wzg_seq28.pdb,0.41164,0.9666666666666667
wzg,wzg_seq40.pdb,wzg_seq35.pdb,0.54032,0.9896049896049897
wzg,wzg_seq40.pdb,wzg_seq63.pdb,0.44832,0.9833679833679834
wzg,wzg_seq40.pdb,wzg_seq3.pdb,0.39269,0.9646569646569647
wzg,wzg_seq40.pdb,wzg_seq29.pdb,0.41832,0.975
wzg,wzg_seq40.pdb,wzg_seq31.pdb,0.43127,0.9563409563409564
wzg,wzg_seq40.pdb,wzg_seq61.pdb,0.359,0.9854469854469855
wzg,wzg_seq40.pdb,wzg_seq20.pdb,0.3486,0.9875259875259875
wzg,wzg_seq40.pdb,wzg_seq41.pdb,0.37585,0.975
wzg,wzg_seq40.pdb,wzg_seq23.pdb,0.38321,0.9688149688149689
wzg,wzg_seq40.pdb,wzg_seq11.pdb,0.44787,0.9833679833679834
wzg,wzg_seq40.pdb,wzg_seq5.pdb,0.53636,0.9771309771309772
wzg,wzg_seq40.pdb,wzg_seq56.pdb,0.4812,0.9604166666666667
wzg,wzg_seq6.pdb,wzg_seq62.pdb,0.42973,0.9625
wzg,wzg_seq6.pdb,wzg_seq24.pdb,0.55415,0.9833679833679834
wzg,wzg_seq6.pdb,wzg_seq45.pdb,0.41435,0.9646569646569647
wzg,wzg_seq6.pdb,wzg_seq22.pdb,0.41903,0.9875259875259875
wzg,wzg_seq6.pdb,wzg_seq43.pdb,0.4412,0.9771309771309772
wzg,wzg_seq6.pdb,wzg_seq9.pdb,0.53782,0.9854469854469855
wzg,wzg_seq6.pdb,wzg_seq52.pdb,0.48171,0.96875
wzg,wzg_seq6.pdb,wzg_seq15.pdb,0.5601,0.9812889812889813
wzg,wzg_seq6.pdb,wzg_seq42.pdb,0.4239,0.9875259875259875
wzg,wzg_seq6.pdb,wzg_seq21.pdb,0.52858,0.9792099792099792
wzg,wzg_seq6.pdb,wzg_seq50.pdb,0.56017,0.9645833333333333
wzg,wzg_seq6.pdb,wzg_seq60.pdb,0.42932,0.9520833333333333
wzg,wzg_seq6.pdb,wzg_seq32.pdb,0.60393,0.9542619542619543
wzg,wzg_seq6.pdb,wzg_seq16.pdb,0.44733,0.9833679833679834
wzg,wzg_seq6.pdb,wzg_seq39.pdb,0.44137,0.9833679833679834
wzg,wzg_seq6.pdb,wzg_seq34.pdb,0.47583,0.9521829521829522
wzg,wzg_seq6.pdb,wzg_seq25.pdb,0.47325,0.9833679833679834
wzg,wzg_seq6.pdb,wzg_seq49.pdb,0.51805,0.9854469854469855
wzg,wzg_seq6.pdb,wzg_seq1.pdb,0.56327,0.9645833333333333
wzg,wzg_seq6.pdb,wzg_seq54.pdb,0.43975,0.9666666666666667
wzg,wzg_seq6.pdb,wzg_seq13.pdb,0.4754,0.9604166666666667
wzg,wzg_seq6.pdb,wzg_seq58.pdb,0.46281,0.9833679833679834
wzg,wzg_seq6.pdb,wzg_seq10.pdb,0.48427,0.9833679833679834
wzg,wzg_seq6.pdb,wzg_seq51.pdb,0.60932,0.9896049896049897
wzg,wzg_seq6.pdb,wzg_seq17.pdb,0.46359,0.9376299376299376
wzg,wzg_seq6.pdb,wzg_seq33.pdb,0.60168,0.9833679833679834
wzg,wzg_seq6.pdb,wzg_seq30.pdb,0.5994,0.9521829521829522
wzg,wzg_seq6.pdb,wzg_seq8.pdb,0.66717,0.9833679833679834
wzg,wzg_seq6.pdb,wzg_seq44.pdb,0.31307,0.6743215031315241
wzg,wzg_seq6.pdb,wzg_seq37.pdb,0.43227,0.9688149688149689
wzg,wzg_seq6.pdb,wzg_seq4.pdb,0.57238,0.9812889812889813
wzg,wzg_seq6.pdb,wzg_seq46.pdb,0.43959,0.9771309771309772
wzg,wzg_seq6.pdb,wzg_seq55.pdb,0.38654,0.9646569646569647
wzg,wzg_seq6.pdb,wzg_seq57.pdb,0.28916,0.6743215031315241
wzg,wzg_seq6.pdb,wzg_seq28.pdb,0.65364,0.9604166666666667
wzg,wzg_seq6.pdb,wzg_seq35.pdb,0.35507,0.9854469854469855
wzg,wzg_seq6.pdb,wzg_seq63.pdb,0.36324,0.9792099792099792
wzg,wzg_seq6.pdb,wzg_seq3.pdb,0.45948,0.9667359667359667
wzg,wzg_seq6.pdb,wzg_seq29.pdb,0.57471,0.9666666666666667
wzg,wzg_seq6.pdb,wzg_seq31.pdb,0.44,0.9542619542619543
wzg,wzg_seq6.pdb,wzg_seq61.pdb,0.41732,0.9854469854469855
wzg,wzg_seq6.pdb,wzg_seq20.pdb,0.49427,0.975051975051975
wzg,wzg_seq6.pdb,wzg_seq41.pdb,0.66501,0.9708333333333333
wzg,wzg_seq6.pdb,wzg_seq23.pdb,0.39637,0.9625779625779626
wzg,wzg_seq6.pdb,wzg_seq11.pdb,0.45518,0.9833679833679834
wzg,wzg_seq6.pdb,wzg_seq5.pdb,0.49943,0.9854469854469855
wzg,wzg_seq6.pdb,wzg_seq56.pdb,0.4068,0.9604166666666667
wzg,wzg_seq62.pdb,wzg_seq24.pdb,0.31084,0.9625
wzg,wzg_seq62.pdb,wzg_seq45.pdb,0.35223,0.95
wzg,wzg_seq62.pdb,wzg_seq22.pdb,0.33683,0.9625
wzg,wzg_seq62.pdb,wzg_seq43.pdb,0.37823,0.9625
wzg,wzg_seq62.pdb,wzg_seq9.pdb,0.47189,0.9666666666666667
wzg,wzg_seq62.pdb,wzg_seq52.pdb,0.43992,0.9854469854469855
wzg,wzg_seq62.pdb,wzg_seq15.pdb,0.35986,0.9645833333333333
wzg,wzg_seq62.pdb,wzg_seq42.pdb,0.43088,0.9625
wzg,wzg_seq62.pdb,wzg_seq21.pdb,0.43219,0.9666666666666667
wzg,wzg_seq62.pdb,wzg_seq50.pdb,0.34367,0.9875259875259875
wzg,wzg_seq62.pdb,wzg_seq60.pdb,0.50464,0.9625779625779626
wzg,wzg_seq62.pdb,wzg_seq32.pdb,0.39532,0.9354166666666667
wzg,wzg_seq62.pdb,wzg_seq16.pdb,0.33161,0.9583333333333334
wzg,wzg_seq62.pdb,wzg_seq39.pdb,0.40149,0.9625
wzg,wzg_seq62.pdb,wzg_seq34.pdb,0.35074,0.9375
wzg,wzg_seq62.pdb,wzg_seq25.pdb,0.43697,0.9625
wzg,wzg_seq62.pdb,wzg_seq49.pdb,0.4872,0.9604166666666667
wzg,wzg_seq62.pdb,wzg_seq1.pdb,0.40412,0.9771309771309772
wzg,wzg_seq62.pdb,wzg_seq54.pdb,0.45791,0.9833679833679834
wzg,wzg_seq62.pdb,wzg_seq13.pdb,0.53812,0.972972972972973
wzg,wzg_seq62.pdb,wzg_seq58.pdb,0.48994,0.9645833333333333
wzg,wzg_seq62.pdb,wzg_seq10.pdb,0.39516,0.9625779625779626
wzg,wzg_seq62.pdb,wzg_seq51.pdb,0.51186,0.9645833333333333
wzg,wzg_seq62.pdb,wzg_seq17.pdb,0.34414,0.9293139293139293
wzg,wzg_seq62.pdb,wzg_seq33.pdb,0.40445,0.9583333333333334
wzg,wzg_seq62.pdb,wzg_seq30.pdb,0.37094,0.9291666666666667
wzg,wzg_seq62.pdb,wzg_seq8.pdb,0.42495,0.9666666666666667
wzg,wzg_seq62.pdb,wzg_seq44.pdb,0.36741,0.6805845511482255
wzg,wzg_seq62.pdb,wzg_seq37.pdb,0.35229,0.9541666666666667
wzg,wzg_seq62.pdb,wzg_seq4.pdb,0.38869,0.9583333333333334
wzg,wzg_seq62.pdb,wzg_seq46.pdb,0.32702,0.9625
wzg,wzg_seq62.pdb,wzg_seq55.pdb,0.40425,0.95
wzg,wzg_seq62.pdb,wzg_seq57.pdb,0.29461,0.6805845511482255
wzg,wzg_seq62.pdb,wzg_seq28.pdb,0.49397,0.972972972972973
wzg,wzg_seq62.pdb,wzg_seq35.pdb,0.4032,0.9666666666666667
wzg,wzg_seq62.pdb,wzg_seq63.pdb,0.34701,0.9604166666666667
wzg,wzg_seq62.pdb,wzg_seq3.pdb,0.4108,0.9582463465553236
wzg,wzg_seq62.pdb,wzg_seq29.pdb,0.40147,0.9875259875259875
wzg,wzg_seq62.pdb,wzg_seq31.pdb,0.41563,0.9354166666666667
wzg,wzg_seq62.pdb,wzg_seq61.pdb,0.43255,0.9645833333333333
wzg,wzg_seq62.pdb,wzg_seq20.pdb,0.48166,0.9625
wzg,wzg_seq62.pdb,wzg_seq41.pdb,0.48767,0.9875259875259875
wzg,wzg_seq62.pdb,wzg_seq23.pdb,0.37339,0.9479166666666666
wzg,wzg_seq62.pdb,wzg_seq11.pdb,0.42742,0.9666666666666667
wzg,wzg_seq62.pdb,wzg_seq5.pdb,0.32927,0.9583333333333334
wzg,wzg_seq62.pdb,wzg_seq56.pdb,0.42491,0.9708939708939709
wzg,wzg_seq24.pdb,wzg_seq45.pdb,0.40335,0.9688149688149689
wzg,wzg_seq24.pdb,wzg_seq22.pdb,0.41408,0.9937629937629938
wzg,wzg_seq24.pdb,wzg_seq43.pdb,0.39088,0.9792099792099792
wzg,wzg_seq24.pdb,wzg_seq9.pdb,0.43964,0.9812889812889813
wzg,wzg_seq24.pdb,wzg_seq52.pdb,0.36518,0.9708333333333333
wzg,wzg_seq24.pdb,wzg_seq15.pdb,0.45094,0.9833679833679834
wzg,wzg_seq24.pdb,wzg_seq42.pdb,0.29978,0.9937629937629938
wzg,wzg_seq24.pdb,wzg_seq21.pdb,0.3542,0.9833679833679834
wzg,wzg_seq24.pdb,wzg_seq50.pdb,0.54318,0.9708333333333333
wzg,wzg_seq24.pdb,wzg_seq60.pdb,0.31871,0.9520833333333333
wzg,wzg_seq24.pdb,wzg_seq32.pdb,0.43744,0.9542619542619543
wzg,wzg_seq24.pdb,wzg_seq16.pdb,0.38899,0.9792099792099792
wzg,wzg_seq24.pdb,wzg_seq39.pdb,0.51713,0.997920997920998
wzg,wzg_seq24.pdb,wzg_seq34.pdb,0.46962,0.9501039501039501
wzg,wzg_seq24.pdb,wzg_seq25.pdb,0.36813,1.0
wzg,wzg_seq24.pdb,wzg_seq49.pdb,0.37571,0.9833679833679834
wzg,wzg_seq24.pdb,wzg_seq1.pdb,0.40826,0.9625
wzg,wzg_seq24.pdb,wzg_seq54.pdb,0.35349,0.96875
wzg,wzg_seq24.pdb,wzg_seq13.pdb,0.34583,0.9645833333333333
wzg,wzg_seq24.pdb,wzg_seq58.pdb,0.36573,0.9812889812889813
wzg,wzg_seq24.pdb,wzg_seq10.pdb,0.43508,0.9792099792099792
wzg,wzg_seq24.pdb,wzg_seq51.pdb,0.47174,0.9875259875259875
wzg,wzg_seq24.pdb,wzg_seq17.pdb,0.41621,0.9293139293139293
wzg,wzg_seq24.pdb,wzg_seq33.pdb,0.39032,0.9792099792099792
wzg,wzg_seq24.pdb,wzg_seq30.pdb,0.51663,0.9438669438669439
wzg,wzg_seq24.pdb,wzg_seq8.pdb,0.48591,0.9833679833679834
wzg,wzg_seq24.pdb,wzg_seq44.pdb,0.26801,0.6722338204592901
wzg,wzg_seq24.pdb,wzg_seq37.pdb,0.43526,0.9688149688149689
wzg,wzg_seq24.pdb,wzg_seq4.pdb,0.47489,0.9792099792099792
